section,exercise_number,exercise_text,a,b,c,d,e,f,graphic,answer,solution
"Admitere Fa iulie 2018","2018.A.3.","Unitatea de măsură a energiei potențiale în SI este: (6 pct.)\\","$\mathrm{J}$","$\mathrm{W}$","$\mathrm{N}$","$\mathrm{N} / \mathrm{m}$","$\mathrm{Pa}$","$\mathrm{kg} \cdot \mathrm{m} / \mathrm{s}$","N/A","a","În SI, energia (oricare ar fi natura sa) se măsoară în $\mathrm{J}$ (Joule). Răspuns corect a.\\"
"Admitere Fa iulie 2018","2018.A.4.","Lucrul mecanic efectuat de un amestec de gaze ideale în cursul unei destinderi izobare reprezintă $55 \%$ din variaţia energiei sale interne. Exponentul adiabatic al amestecului este: (6 pct.)\\","$1,55$","$1,33$","$1,66$","$1,40$","$1,50$","$1,42$","N/A","a","$L=p \Delta V=\nu R \Delta T$, $\Delta U=\nu C_{V} \Delta T$, $\frac{L}{\Delta U}=\frac{R}{C_{V}}=\gamma-1=0,55$, de unde se obține $\gamma=1,55$. Relaţia $\frac{R}{C_{V}}=\gamma-1$ se obține din definiția exponentului adiabatic $\gamma=\frac{C_{p}}{C_{V}}$ şi din relația Robert-Mayer pentru un gaz ideal $C_{p}=C_{V}+R$. Răspuns corect a.\\"
"Admitere Fa iulie 2018","2018.A.5.","De tavanul unui lift ce se ridică cu acceleraţia de $5 \mathrm{~m} / \mathrm{s}^{2}$ este fixat un dinamometru de care atârnă un scripete ideal. Peste scripete este trecut un fir ideal, de capetele căruia sunt legate două corpuri cu masele $200 \mathrm{~g}$ şi $300 \mathrm{~g}$. Indicaţia dinamometrului este: (6 pct.)\\","$7,2 \mathrm{~N}$","$5,0 \mathrm{~N}$","$5,4 \mathrm{~N}$","$6,2 \mathrm{~N}$","$8,5 \mathrm{~N}$","$4,4 \mathrm{~N}$","N/A","a","Alegem sistemul de referință inerțial al Pământului. Considerăm pozitiv sensul axei verticale (singura care ne interesează în problemă) în jos. Astfel greutățile celor 2 corpuri sunt pozitive, tensiunile din fir care acționează asupra celor 2 corpuri sunt negative, iar accelerația scripetelui este negativă $-a$. Corpul cel mic coboară în raport cu scripetele cu accelerația $a^{*}$, adică va avea față de Pământ accelerația $a^{*}-a$ (accelerația corpului față de Pământ este egală cu accelerația corpului față de scripete plus accelerația scripetelui față de Pământ), iar corpul cel mare urcă în raport cu scripetele cu accelerația $a^{*}$, adică proiecția acesteia pe axa verticală este $-a^{*}$, iar accelerația corpului mare față de Pământ este $-a^{*}-a$ (intenționat am făcut presupunerea respectivă, anume că corpul mai uşor coboară, împotriva bunului simț fizic, ca să fim corectați de rezultate). Legea a doua a dinamicii scrisă pentru cele 2 corpuri este:\\ $m\left(a^{*}-a\right)=m g-T$\\ $M\left(-a^{*}-a\right)=M g-T$,\\ iar\\ $a^{*}-a=g-\frac{T}{m}$\\ $-a^{*}-a=g-\frac{T}{M}$\\ de unde se obține prin adunare\\ $T=2 \frac{m M}{m+M}(g+a)$\\ şi cum scripetele este ideal, forța indicată de dinamometrul de care e legat scripetele de tavan este dublul tensiunii din fir:\\ $F=2 T=4 \frac{m M}{m+M}(g+a)=7,2 \mathrm{~N}$\\ Comentariu: Accelerația $a^{*}$ a corpurilor față de scripete se obține acum din oricare dintre primele 4 ecuații de mai sus; astfel $a^{*}=a+g-\frac{T}{m}=(a+g) \frac{m-M}{m+M}$, adică este negativă, deci corpul mai uşor urcă față de scripete iar corpul mai greu coboară.\\ Comentariu 2: Problema ar fi putut fi rezolvată și în sistemul de referință neinerțial al scripetelui, introducînd forțele de inerție, în acest sistem de referință neinerțial corpurile ""simțind"" un cîmp gravitațional de intensitate $g+a$. Răspuns corect a.\\"
"Admitere Fa iulie 2018","2018.A.6.","Un corp aruncat de jos în sus în câmp gravitaţional revine în punctul de lansare după $4 \mathrm{~s}$. Viteza cu care a fost lansat corpul este ($\mathrm{g}=10 \mathrm{~m} / \mathrm{s}^{2}$): (6 pct.)\\","$20 \mathrm{~m} / \mathrm{s}$","$40 \mathrm{~m} / \mathrm{s}$","$12 \mathrm{~m} / \mathrm{s}$","$10 \mathrm{~m} / \mathrm{s}$","$15 \mathrm{~m} / \mathrm{s}$","$25 \mathrm{~m} / \mathrm{s}$","N/A","a","Timpul de coborâre este egal cu cel de urcare, iar viteza cu care a fost lansat corpul este $v_{0}=g \tau_{u}=20 \mathrm{~m} / \mathrm{s}$. Răspuns corect a.\\"
"Admitere Fa iulie 2018","2018.A.7.","Căldura molară izocoră a unui gaz ideal cu exponentul adiabatic egal cu 1,5 este $(\mathrm{R}=8,31 \mathrm{~J} / \mathrm{mol} \cdot \mathrm{K})$: (6 pct.)\\","$16,62 \mathrm{~J} / \mathrm{mol} \cdot \mathrm{K}$","$24,93 \mathrm{~J} / \mathrm{mol} \cdot \mathrm{K}$","$8,31 \mathrm{~J} / \mathrm{mol} \cdot \mathrm{K}$","$33,24 \mathrm{~J} / \mathrm{mol} \cdot \mathrm{K}$","$20,16 \mathrm{~J} / \mathrm{mol} \cdot \mathrm{K}$","$28,31 \mathrm{~J} / \mathrm{mol} \cdot \mathrm{K}$","N/A","a","Din definiția exponentului adiabatic $\gamma=\frac{C_{p}}{C_{V}}$ şi din relația Robert-Mayer pentru un gaz ideal $C_{p}=C_{V}+R$ se obține $C_{V}=\frac{R}{\gamma-1}=2 R=16,62 \mathrm{~J} / \mathrm{mol} \cdot \mathrm{K}$. Răspuns corect a.\\"
"Admitere Fa iulie 2018","2018.A.8.","O maşină termică efectuează un ciclu Carnot între temperaturile $400 \mathrm{~K}$ și $800 \mathrm{~K}$. Randamentul maşinii este: (6 pct.)\\","$0,5$","$0,4$","$0,3$","$0,2$","$0,6$","$0,8$","N/A","a","$\eta=1-\frac{T_{r}}{T_{c}}=0,5$. Răspuns corect a.\\"
"Admitere Fa iulie 2018","2018.A.9.","Utilizând notaţiile din manualele de fizică, relaţia lui Robert Mayer pentru un gaz ideal este: (6 pct.)\\","$C_{p}=C_{V}+R$","$C_{p}=C_{V}-R$","$C_{p}=C_{V}+R / 2$","$C_{p}=C_{V}-R / 2$","$C_{p}=\frac{C_{V}-R}{2}$","$C_{p}=\frac{C_{V}+R}{2}$","N/A","a","Relația Robert-Mayer pentru un gaz ideal este $C_{p}=C_{V}+R$. Răspuns corect a.\\"
"Admitere Fa iulie 2018","2018.A.10.","Într-o transformare a unui gaz ideal temperatura creşte cu $40 \%$, iar volumul scade de 5 ori. Raportul dintre presiunea finală și cea inițială este: (6 pct.)\\","$7$","$5$","$6$","$4$","$3$","$2$","N/A","a","Folosind $p V=\nu R T$, obținem $\frac{p_{f}}{p_{i}}=\frac{T_{f}}{T_{i}} \cdot \frac{V_{i}}{V_{f}}=1,4 \cdot 5=7$.\\ Altă rezolvare:\\ Gazul efectuează o transformare generală $\frac{p V}{T}=$ const., de unde se obține $\frac{p_{f}}{p_{i}}=\frac{T_{f}}{T_{i}} \cdot \frac{V_{i}}{V_{f}}=1,4 \cdot 5=7$.\\ Răspuns corect a.\\"
"Admitere Fa iulie 2018","2018.A.11.","Două rezistenţe de $10 \Omega$ și $90 \Omega$ sunt legate succesiv la bornele unei baterii degajând aceeaşi cantitate de căldură în intervale de timp egale. Rezistenţa internă a bateriei este: (6 pct.)\\","$30 \Omega$","$2 \Omega$","$9 \Omega$","$900 \Omega$","$80 \Omega$","$11 \Omega$","N/A","a","Se degajă aceeaşi cantitate de căldură în același interval de timp pe două rezistențe diferite conectate succesiv la bornele unei baterii când acestea satisfac relaţia $R_{1} \cdot R_{2}=r^{2}$, deci $r=\sqrt{R_{1} \cdot R_{2}}=30 \Omega$. Răspuns corect a.\\"
"Admitere Fa iulie 2018","2018.A.12.","Intensitatea de scurtcircuit a unui generator este $10 \mathrm{~A}$. Când generatorul alimentează un consumator, prin acesta trece un curent de $2 \mathrm{~A}$. Randamentul circuitului este: (6 pct.)\\","$80 \%$","$40 \%$","$50 \%$","$60 \%$","$20 \%$","$10 \%$","N/A","a","Randamentul este $\eta=\frac{P_{\text {ext}}}{P_{\text {tot}}}=\frac{R}{R+r}=1-\frac{r}{R+r}=1-\frac{I}{I_{\text{sc}}}=0,8=80 \%$. Răspuns corect a.\\"
"Admitere Fa iulie 2018","2018.A.13.","Un fir conductor de rezistenţă $1 \mathrm{~M} \Omega$ este tăiat în 10 fire de lungime egală, apoi firele rezultate se leagă în paralel. Rezistenţa echivalentă rezultată este: (6 pct.)\\","$10 \mathrm{~k} \Omega$","$100 \mathrm{~k} \Omega$","$1 \mathrm{~k} \Omega$","$10 \Omega$","$100 \Omega$","$1 \Omega$","N/A","a","Fiecare dintre cele 10 fire are rezistența $\frac{R}{10}$, iar gruparea acestora în paralel are rezistența $\frac{R}{100}=10 \mathrm{~k} \Omega$. Răspuns corect a.\\"
"Admitere Fa iulie 2018","2018.A.14.","Rezistenţa electrică a unui rezistor care consumă o energie electrică de $1,1 \mathrm{~kWh}$ în 45 minute atunci când este conectat la o tensiune de $220 \mathrm{~V}$, are valoarea: (6 pct.)\\","$33 \Omega$","$22 \Omega$","$118 \Omega$","$44 \Omega$","$87 \Omega$","$27 \Omega$","N/A","a","$W_{el}=U I \tau=\frac{U^{2}}{R} \tau$, de unde $R=\frac{U^{2}}{W_{el}} \tau=\frac{220 \mathrm{~V} \cdot 220 \mathrm{~V}}{1100 \mathrm{~W} \cdot \mathrm{h}} \cdot \frac{3}{4} \mathrm{~h}=33 \Omega$. Răspuns corect a.\\"
"Admitere Fa iulie 2018","2018.A.15.","Un generator cu randamentul de $40 \%$ debitează energie pe o rezistenţă exterioară. Căderea de tensiune la bornele generatorului este $1 \mathrm{~V}$. Tensiunea electromotoare a bateriei este: (6 pct.)\\","$2,5 \mathrm{~V}$","$2,0 \mathrm{~V}$","$1,5 \mathrm{~V}$","$3,0 \mathrm{~V}$","$12 \mathrm{~V}$","$10 \mathrm{~V}$","N/A","a","Randamentul este $\eta=\frac{P_{\text {ext}}}{P_{\text {tot}}}=\frac{U}{E}$, deci $E=\frac{U}{\eta}=2,5 \mathrm{~V}$. Răspuns corect a.\\"
"Admitere F1 iulie 2017","2017.A.1.","Legea lui Ohm pentru un circuit simplu este: (6 pct.)\\","$I=\frac{E}{R-r}$","$I=\frac{E R}{R+r}$","$I=\frac{E}{R \cdot r}$","$I=\frac{E}{R+r}$","$I=\frac{E^{2}}{R+r}$","$I=\frac{R+r}{E}$","N/A","d","Răspuns corect d.\\"
"Admitere F1 iulie 2017","2017.A.2.","Utilizând notațiile din manualele de fizică, legea lui Hooke este: (6 pct.)\\","$F=\frac{E \cdot S_{0}}{l_{0}} \Delta l$","$F=\frac{E \cdot l_{0}}{S_{0}} \Delta l$","$F=\frac{l_{0} \cdot S_{0}}{E} \Delta l$","$F=\frac{E \cdot S_{0}}{l_{0} \cdot \Delta l}$","$F=\frac{E^{2} \cdot S_{0}}{l_{0}} \Delta l$","$F=\frac{E \cdot S_{0} \cdot l_{0}}{\Delta l}$","N/A","a","Din $\frac{F}{S_{0}}=E \frac{\Delta l}{l_{0}}$ se obține: $F=\frac{E \cdot S_{0}}{l_{0}} \Delta l$. Răspuns corect a.\\"
"Admitere F1 iulie 2017","2017.A.3.","O sursă cu t.e.m. de $9 \mathrm{~V}$ are curentul de scurtcircuit de $36 \mathrm{~A}$. Rezistența internă a sursei este: ( 6 pct.)\\","$4 \Omega$","$2 \Omega$","$0,25 \Omega$","$1 \Omega$","$9 \Omega$","$0,5 \Omega$","N/A","c","$I_{S C}=\frac{E}{r}$, deci $r=\frac{E}{I_{S C}}=0,25 \Omega$. Răspuns corect c.\\"
"Admitere F1 iulie 2017","2017.A.4.","Un rezistor este parcurs de un curent de $1,5 \mathrm{~A}$ când este alimentat la o tensiune de $12 \mathrm{~V}$. Puterea disipată pe rezistor este: (6 pct.)\\","$18 \mathrm{~W}$","$4 \mathrm{~W}$","$10 \mathrm{~W}$","$15 \mathrm{~W}$","$12 \mathrm{~W}$","$8 \mathrm{~W}$","N/A","a","Puterea are formula: $P=U I=18 \mathrm{~W}$. Răspuns corect a.\\"
"Admitere F1 iulie 2017","2017.A.5.","Intervalul de timp în care sarcina electrică de $1800 \mathrm{~C}$ este transportată prin secțiunea transversală a unui conductor străbătut de un curent electric de $2 \mathrm{~A}$ este: (6 pct.)\\","$180 \mathrm{~s}$","$12 \mathrm{~h}$","$15 \mathrm{~min}$","$150 \mathrm{~s}$","$3600 \mathrm{~s}$","$400 \mathrm{~s}$","N/A","c","Avem $\tau=\frac{Q}{I}=900 \mathrm{~s}=15 \mathrm{~min}$.\\ Răspuns corect c.\\"
"Admitere F1 iulie 2017","2017.A.6.","Un sistem termodinamic efectuează o transformare în cursul căreia primeşte o cantitate de căldură de $50 \mathrm{~J}$, iar energia sa internă scade cu $100 \mathrm{~J}$. Lucrul mecanic efectuat de sistem în această transformare este: (6 pct.)\\","$-50 \mathrm{~J}$","$150 \mathrm{~J}$","$50 \mathrm{~J}$","$-150 \mathrm{~J}$","$-100 \mathrm{~J}$","$100 \mathrm{~J}$","N/A","b","Lucrul mecanic este: $L=Q-\Delta U=150 \mathrm{~J}$.\\ Răspuns corect b.\\"
"Admitere F1 iulie 2017","2017.A.7.","Un motor termic funcționează după un ciclu Carnot. Știind că randamentul motorului este de $50 \%$ și că temperatura sursei reci este de $27^{\circ} \mathrm{C}$, temperatura sursei calde este: (6 pct.)\\","$40^{\circ} \mathrm{C}$","$100^{\circ} \mathrm{C}$","$600^{\circ} \mathrm{C}$","$300^{\circ} \mathrm{C}$","$54^{\circ} \mathrm{C}$","$327^{\circ} \mathrm{C}$","N/A","f","Randamentul este $\eta=1-\frac{T_{2}}{T_{1}} \Rightarrow T_{1}=\frac{T_{2}}{1-\eta}=600 \mathrm{~K}=327^{\circ} \mathrm{C}$.\\ Răspuns corect f.\\"
"Admitere F1 iulie 2017","2017.A.8.","Un om efectuează un lucru mecanic de $9000 \mathrm{~J}$ în 5 minute. Puterea dezvoltată de om este: (6 pet.)\\","$30 \mathrm{~W}$","$25 \mathrm{~W}$","$45 \mathrm{~kW}$","$1800 \mathrm{~W}$","$600 \mathrm{~W}$","$150 \mathrm{~W}$","N/A","a","Puterea are formula: $P=\frac{L}{\tau}=30 \mathrm{~W}$.\\ Răspuns corect a.\\"
"Admitere F1 iulie 2017","2017.A.9.","Încălzind un gaz ideal cu $3^{\circ} \mathrm{C}$ printr-un proces izobar, volumul său creşte cu $1 \%$. Temperatura finală a gazului este: (6 pct.)\\","$3030 \mathrm{~K}$","$297 \mathrm{~K}$","$500 \mathrm{~K}$","$303 \mathrm{~K}$","$3000 \mathrm{~K}$","$300 \mathrm{~K}$","N/A","d","Avem $\frac{V}{T}=\frac{V_{0}}{T_{0}}$, $\frac{V}{V_{0}}=\frac{T}{T-\Delta T} \Rightarrow T=\frac{\frac{V}{V_{0}}}{\frac{V}{V_{0}}-1} \Delta T=303 \mathrm{~K}$.\\ Răspuns corect d.\\"
"Admitere F1 iulie 2017","2017.A.10.","Trei rezistori de rezistențe $6 \Omega$, $4 \Omega$ și $12 \Omega$ sunt conectați în paralel. Rezistența echivalentă a grupării este: (6 pct.)\\","$18 \Omega$","$10 \Omega$","$2 \Omega$","$0,5 \Omega$","$16 \Omega$","$22 \Omega$","N/A","c","$\frac{1}{R_{e}}=\frac{1}{R_{1}}+\frac{1}{R_{2}}+\frac{1}{R_{3}}=\frac{1}{2 \Omega} \Rightarrow R_{e}=2 \Omega$.\\ Răspuns corect c.\\"
"Admitere F1 iulie 2017","2017.A.11.","Un corp aruncat vertical în sus în câmp gravitaţional ( $g=10 \mathrm{~m} / \mathrm{s}^{2}$ ) revine în punctul de lansare după $4 \mathrm{~s}$. Înălțimea maximă la care ajunge corpul este: (6 pct.)\\","$5 \mathrm{~m}$","$25 \mathrm{~m}$","$20 \mathrm{~m}$","$40 \mathrm{~m}$","$10 \mathrm{~m}$","$15 \mathrm{~m}$","N/A","c","Timpul de coborâre fiind egal cu timpul de urcare, avem $h_{\max}=\frac{g t_{u}^{2}}{2}=20 \mathrm{~m}$.\\ Răspuns corect c.\\"
"Admitere F1 iulie 2017","2017.A.12.","Într-un ciclu Carnot, temperatura sursei reci este $T_{0}$, temperatura sursei calde este $4 T_{0}$ şi raportul volumelor extreme atinse pe ciclu este $64$. Două maşini termice funcționează după acest ciclu. Prima maşină utilizează $1 \mathrm{~mol}$ de gaz ideal monoatomic şi efectuează lucrul mecanic $L_{1}$, a doua maşină utilizează $1 \mathrm{~mol}$ de gaz ideal biatomic și efectuează lucrul mecanic $L_{2}$. Raportul $L_{2} / L_{1}$ are valoarea: (6 pct.)\\","$\frac{1}{4}$","$\frac{1}{5}$","$1$","$\frac{1}{7}$","$2$","$\frac{1}{3}$","N/A","f","Notând cu $1$ starea de volum minim și presiune maximă (şi de temperatură maximă $T_{1}$), şi continuând notarea ciclului în sensul parcurgerii lui ca motor termic, din ecuațiile adiabatelor $2-3$ şi $4-1$ se obține $V_{1} V_{3}=V_{2} V_{4}$.\\ Din enunţ știm că $V_{3}=64 V_{1}$, deci $64 V_{1}^{2}=V_{2} V_{4}$. Cele două maşini au acelaşi randament, deci raportul lucrurilor mecanice este acelaşi cu raportul căldurilor primite. În ambele cazuri, căldura primită este agală cu lucrul mecanic în transformarea izotermă $1-2$, anume:\\ $Q_{p}=\nu R \cdot 4 T_{0} \ln \left(\frac{V_{2}}{V_{1}}\right)$, care, folosind relația dedusă anterior, $64 V_{1}^{2}=V_{2} V_{4}$, conduce la $Q_{p}=\nu R \cdot 4 T_{0} \cdot \ln \left(64 \frac{V_{1}}{V_{4}}\right)=\nu R \cdot 4 T_{0} \cdot \ln \left(64\left(\frac{T_{0}}{4 T_{0}}\right)^{\frac{1}{\gamma-1}}\right)=\nu R \cdot 4 T_{0} \cdot \ln \left(\frac{64}{\frac{2}{2}}\right)$, unde am folosit legea transformării adiabatice $4-1$, $T_{0} V_{4}^{\gamma-1}=4 T_{0} V_{1}^{\gamma-1}$.\\ Avem astfel $Q_{p 1}=\nu R \cdot 4 T_{0} \cdot \ln 8=v R \cdot 4 T_{0} \cdot 3 \ln 2$ şi $Q_{p 2}=\nu R \cdot 4 T_{0} \cdot \ln 2$.\\ Astfel, $\frac{L_{2}}{L_{1}}=\frac{1}{3}$\\ Răspuns corect f.\\"
"Admitere F1 iulie 2017","2017.A.13.","Forța de apăsare normală exercitată de un om cu masa de $80 \mathrm{~kg}$ pe podeaua unui lift care urcă uniform este ($g=10 \mathrm{~m} / \mathrm{s}^{2}$):(6 pct.)\\","$80 \mathrm{~N}$","$70 \mathrm{~N}$","$800 \mathrm{~N}$","$900 \mathrm{~N}$","$90 \mathrm{~N}$","$8 \mathrm{~N}$","N/A","c","Avem: $\mathrm{N}=\mathrm{G}=\mathrm{mg}=800 \mathrm{~N}$\\ Răspuns corect c.\\"
"Admitere F1 iulie 2017","2017.A.14.","Ecuația termică de stare a gazului ideal este: ( 6 pct.)\\","$p T=\nu R V$","$\nu p=V R T$","$p V=\nu R T$","$p V T=\nu R$","$p V=\nu C_{V} T$","$p R=\nu V T$","N/A","c","Ecuația de stare este: $p V=\nu R T$. Răspuns corect c.\\"
"Admitere F1 iulie 2017","2017.A.15.","Două corpuri cu masele $m_{1}=400 \mathrm{~g}$ și $m_{2}=600 \mathrm{~g}$ se află pe un plan orizontal şi sunt legate între ele cu un resort de masă neglijabilă ca în figură. La momentul inițial corpurile sunt în repaus și resortul este nedeformat. Coeficientul de frecare dintre corpuri și planul orizontal este $0,2$. Forța orizontală minimă cu care trebuie tras corpul de masă $m_{1}$ pentru a pune în mişcare corpul de masă $m_{2}$ este $\left(\mathrm{g}=10 \mathrm{~m} / \mathrm{s}^{2}\right)$:(6 pct.)\\","$2,0 \mathrm{~N}$","$1,6 \mathrm{~N}$","$1,2 \mathrm{~N}$","$1,0 \mathrm{~N}$","$1,4 \mathrm{~N}$","$0,8 \mathrm{~N}$","images/2025_08_19_7d65f00c22d2f38e2422g-11","e","Fie o forță constantă de valoare absolută $F$, care acționează asupra corpului 1. Înainte de punerea în mişcare a corpului 2, corpul 1 are o deplasare $d$ şi o viteză $v_{1}$. Folosind teorema variației energiei cinetice pentru corpul 1, folosind valorile lucrului mecanic efectuat de forța $F$, de forța elastică şi de forța de frecare, obținem:\\ $\frac{m_{1} v_{1}^{2}}{2}=F d-\frac{k d^{2}}{2}-\mu m_{1} g d$.\\ Deplasarea $d$ a corpului 1, aceeaşi cu alungirea resortului în momentul punerii în mişcare a corpului 2, corespunde egalizării forței de frecare $\mu m_{2} g$ de către forța de tracțiune forța elastică $k d$, adică $\mu m_{2} g=k d$.\\ Obținem: $\frac{m_{1} v_{1}^{2}}{2}=F d-\frac{\mu m_{2} g d}{2}-\mu m_{1} g d$, adică $F=\frac{m_{1} v_{1}^{2}}{2 d}+\frac{\mu m_{2} g}{2}+\mu m_{1} g$, aceasta fiind minimă atunci cînd corpul 1 are o viteză nulă:\\ $F_{\min}=\mu\left(m_{1}+\frac{m_{2}}{2}\right) g=1,4 \mathrm{~N}$.\\ Dacă forța $F$ nu este constantă, ea pune în mişcare lentă corpul 1 când are o valoare minimă egală cu $\mu m_{1} g$, şi creşte liniar cu deplasarea datorită creşterii liniare cu deplasarea - alungirea resortului - a forței elastice de reținere. În acest caz, forța medie este media aritmetică dintre forța minimă $\mu m_{1} g$ și forța maximă $F_{\max}$, iar lucrul mecanic al forței exterioare este $\frac{\mu m_{1} g+F_{\max}}{2} d$.\\ Aplicând teorema variației energiei cinetice pentru corpul 1, obținem:\\ $\frac{m_{1} v_{1}^{2}}{2}=\frac{\mu m_{1} g+F_{\max}}{2} d-\frac{k d^{2}}{2}-\mu m_{1} g d$, cu condiția $\mu m_{2} g=k d$, şi cu precizarea că viteza finală $v_{1}$ a corpului 1 este nulă - mişcarea fiind lentă.\\ $F_{\max}=\mu\left(m_{1}+m_{2}\right) g$. Acest rezultat se poate obține nu doar energetic, ci şi dinamic: după ce resortul capătă o alungire pentru care forța elastică corespunde forței de frecare a corpului 2, resortul nu se mai deformează şi se comportă ca un fir inextensibil.\\ Comentariu: Forța medie în acest caz corespunde forței minime obținute anterior. În cazul forței constante, are loc mai întîi o accelerare a corpului 1, forța de tracțiune fiind inițial mai mare decât suma dintre forța de frecare și forța elastică, după care se produce încetinirea sa, suma dintre forța de frecare şi forța elastică devenind mai mare decât forța de tracțiune.\\ Comentariu 2. Care ar fi interesul practic al acestei probleme? Dacă forța $\vec{F}$ care acționează asupra corpului 1 este transmisă acestuia prin intermediul unui fir care nu ar suporta o tensiune egală cu $\mu\left(m_{1}+m_{2}\right) g=2 \mathrm{~N}$ (în sensul că s-ar rupe), nu ar putea fí mişcat din loc corpul 2 dacă s-ar acționa cu o forță variabilă, cum am văzut mai înainte. În schimb, acționînd asupra corpului 1 cu o forță constantă cel puțin egală cu $\mu\left(m_{1}+\frac{m_{2}}{2}\right)g=1,4 \mathrm{~N}$, printr-un fir care suportă o tensiune de doar $1,4 \mathrm{~N}$, se reuşeşte punerea în mişcare a corpului 2, dacă forța este constantă, aşa cum am văzut în primul caz studiat.\\ Răspuns corect e.\\"
"Admitere F1 iulie 2016","2016.A.1.","O maşină termică funcționează după un ciclu Carnot între temperaturile $T_{1}=1200 \mathrm{~K}$ și $T_{2}=300 \mathrm{~K}$. Lucrul mecanic efectuat într-un ciclu este $L=3 \mathrm{~kJ}$. Căldura primită într-un ciclu este: (6 pct.)\\","$4 \mathrm{~kJ}$","$2,5 \mathrm{~kJ}$","$3 \mathrm{~kJ}$","$5 \mathrm{~kJ}$","$6 \mathrm{~kJ}$","$4,2 \mathrm{~kJ}$","N/A","a","Randamentul este: $\eta=1-\frac{T_{2}}{T_{1}}=\frac{T_{1}-T_{2}}{T_{1}}=\frac{L}{Q_{p}} \Rightarrow Q_{p}=L \frac{T_{1}}{T_{1}-T_{2}}=4 \mathrm{~kJ}$.\\ Răspuns corect a.\\"
"Admitere F1 iulie 2016","2016.A.2.","Un corp de masă $m=2 \mathrm{~kg}$ are impulsul $p=10 \mathrm{~kg} \cdot \mathrm{m} / \mathrm{s}$. Energia cinetică a corpului este: ( 6 pct.)\\","$100 \mathrm{~J}$","$20 \mathrm{~J}$","$15 \mathrm{~J}$","$25 \mathrm{~J}$","$10 \mathrm{~J}$","$50 \mathrm{~J}$","N/A","d","$E_{c}=\frac{p^{2}}{2 \mathrm{~m}}=25 \mathrm{~J}$.\\ Răspuns corect d.\\"
"Admitere F1 iulie 2016","2016.A.3.","Randamentul unui circuit electric simplu este $60 \%$. Știind că intensitatea curentului de scurtcircuit al sursei are valoarea de $5 \mathrm{~A}$, intensitatea curentului electric prin circuit este: (6 pct.)\\","$6 \mathrm{~A}$","$1 \mathrm{~A}$","$3 \mathrm{~A}$","$5 \mathrm{~A}$","$4 \mathrm{~A}$","$2 \mathrm{~A}$","N/A","f","Din $\eta=\frac{R}{R+r}=\frac{1}{1+\frac{r}{R}} \Rightarrow \frac{r}{R}=\frac{1-\eta}{\eta}$;\\ $I_{S C}=\frac{E}{r}$, $I=\frac{E}{R+r}=\frac{E}{r} \cdot \frac{1}{1+\frac{R}{r}}=I_{S C} \cdot \frac{1}{1+\frac{R}{r}}= \\ =I_{S C} \cdot \frac{1}{1+\frac{\eta}{1-\eta}}=I_{S C} \cdot(1-\eta)=2 \mathrm{~A}$.\\ Răspuns corect f.\\"
"Admitere F1 iulie 2016","2016.A.4.","Într-o transformare a unui gaz ideal temperatura creşte cu $20 \%$, iar volumul se reduce de 4 ori. Raportul dintre presiunea finală şi cea inițială este: (6 pct.)\\","$2,5$","$5$","$3,6$","$1,2$","$4,8$","$8$","N/A","e","$\frac{p V}{T}=\frac{p_{0} V_{0}}{T_{0}} \Rightarrow \frac{p}{p_{0}}=\frac{V_{0}}{V} \cdot \frac{T}{T_{0}}=4,8$.\\ Răspuns corect e.\\"
